year,industry_raw,industry_code,industry_level,births,survival_of_1_year,percent_of_1_year,survival_of_2_year,percent_of_2_year,survival_of_3_year,percent_of_3_year,survival_of_4_year,percent_of_4_year,survival_of_5_year,percent_of_5_year
2019,87 : Residential care activities,87,division,825,780,94.5454545454545,640,77.5757575757576,520,63.030303030303,420,50.9090909090909,375,45.4545454545455
2019,871 : Residential nursing care activities,871,group,190,170,89.4736842105263,145,76.3157894736842,115,60.5263157894737,80,42.1052631578947,70,36.8421052631579
2019,"872 : Residential care activities for learning disabilities, mental health and substance abuse",872,group,180,170,94.4444444444444,130,72.2222222222222,100,55.5555555555556,80,44.4444444444444,80,44.4444444444444
2019,873 : Residential care activities for the elderly and disabled,873,group,200,195,97.5,165,82.5,125,62.5,105,52.5,85,42.5
2019,879 : Other residential care activities,879,group,255,245,96.078431372549,200,78.4313725490196,180,70.5882352941177,155,60.7843137254902,140,54.9019607843137
2019,88 : Social work activities without accommodation,88,division,2135,2070,96.9555035128806,1830,85.7142857142857,1625,76.1124121779859,1485,69.5550351288056,1365,63.9344262295082
2019,881 : Social work activities without accommodation for the elderly and disabled,881,group,385,375,97.4025974025974,335,87.012987012987,300,77.9220779220779,270,70.1298701298701,245,63.6363636363636
2019,889 : Other social work activities without accommodation,889,group,1750,1695,96.8571428571428,1495,85.4285714285714,1325,75.7142857142857,1215,69.4285714285714,1120,64
2019,"90 : Creative, arts and entertainment activities",90,division,3025,2900,95.8677685950413,2460,81.3223140495868,2005,66.2809917355372,1730,57.1900826446281,1525,50.4132231404959
2019,"900 : Creative, arts and entertainment activities",900,group,3025,2900,95.8677685950413,2460,81.3223140495868,2005,66.2809917355372,1730,57.1900826446281,1525,50.4132231404959
2019,"91 : Libraries, archives, museums and other cultural activities",91,division,75,75,100,60,80,50,66.6666666666667,40,53.3333333333333,40,53.3333333333333
2019,"910 : Libraries, archives, museums and other cultural activities",910,group,75,75,100,60,80,50,66.6666666666667,40,53.3333333333333,40,53.3333333333333
2019,92 : Gambling and betting activities,92,division,50,45,90,40,80,35,70,30,60,30,60
2019,920 : Gambling and betting activities,920,group,50,45,90,40,80,35,70,30,60,30,60
2019,93 : Sports activities and amusement and recreation activities,93,division,4290,4110,95.8041958041958,3305,77.039627039627,2680,62.4708624708625,2270,52.9137529137529,1925,44.8717948717949
2019,931 : Sports activities,931,group,3425,3285,95.9124087591241,2615,76.3503649635037,2110,61.6058394160584,1780,51.970802919708,1510,44.0875912408759
2019,932 : Amusement and recreation activities,932,group,865,825,95.3757225433526,690,79.7687861271676,570,65.8959537572254,490,56.6473988439306,415,47.9768786127168
2019,94 : Activities of membership organisations,94,division,1065,1030,96.7136150234742,900,84.5070422535211,735,69.0140845070423,660,61.9718309859155,610,57.2769953051643
2019,"941 : Activities of business, employers and professional membership organisations",941,group,365,350,95.8904109589041,295,80.8219178082192,200,54.7945205479452,165,45.2054794520548,150,41.0958904109589
2019,942 : Activities of trade unions,942,group,5,5,100,5,100,0,0,0,0,0,0
2019,949 : Activities of other membership organisations,949,group,695,675,97.1223021582734,600,86.3309352517986,535,76.9784172661871,495,71.2230215827338,460,66.1870503597122
2019,95 : Repair of computers and personal and household goods,95,division,680,650,95.5882352941177,550,80.8823529411765,475,69.8529411764706,405,59.5588235294118,360,52.9411764705882
2019,951 : Repair of computers and communication equipment,951,group,280,270,96.4285714285714,220,78.5714285714286,190,67.8571428571429,155,55.3571428571429,130,46.4285714285714
2019,952 : Repair of personal and household goods,952,group,400,380,95,330,82.5,285,71.25,250,62.5,230,57.5
2019,96 : Other personal service activities,96,division,6755,6400,94.7446336047372,5495,81.3471502590674,4760,70.4663212435233,4045,59.8815692079941,3475,51.4433752775722
2019,960 : Other personal service activities,960,group,6755,6400,94.7446336047372,5495,81.3471502590674,4760,70.4663212435233,4045,59.8815692079941,3475,51.4433752775722
2020,05 : Mining of coal and lignite,05,division,0,0,0,0,0,0,0,0,0,NA,NA
2020,051 : Mining of hard coal,051,group,0,0,0,0,0,0,0,0,0,NA,NA
2020,052 : Mining of lignite,052,group,0,0,0,0,0,0,0,0,0,NA,NA
2020,06 : Extraction of crude petroleum and natural gas,06,division,20,20,100,15,75,10,50,10,50,NA,NA
2020,061 : Extraction of crude petroleum,061,group,5,5,100,5,100,5,100,5,100,NA,NA
2020,062 : Extraction of natural gas,062,group,15,15,100,10,66.6666666666667,5,33.3333333333333,5,33.3333333333333,NA,NA
2020,07 : Mining of metal ores,07,division,0,0,0,0,0,0,0,0,0,NA,NA
2020,071 : Mining of iron ores,071,group,0,0,0,0,0,0,0,0,0,NA,NA
2020,072 : Mining of non-ferrous metal ores,072,group,0,0,0,0,0,0,0,0,0,NA,NA
2020,08 : Other mining and quarrying,08,division,55,45,81.8181818181818,40,72.7272727272727,25,45.4545454545455,20,36.3636363636364,NA,NA
2020,"081 : Quarrying of stone, sand and clay",081,group,10,5,50,10,100,5,50,5,50,NA,NA
2020,089 : Mining and quarrying n.e.c.,089,group,45,40,88.8888888888889,30,66.6666666666667,20,44.4444444444444,15,33.3333333333333,NA,NA
2020,09 : Mining support service activities,09,division,40,30,75,25,62.5,20,50,15,37.5,NA,NA
2020,091 : Support activities for petroleum and natural gas extraction,091,group,10,5,50,5,50,5,50,5,50,NA,NA
2020,099 : Support activities for other mining and quarrying,099,group,30,25,83.3333333333333,20,66.6666666666667,15,50,10,33.3333333333333,NA,NA
2020,10 : Manufacture of food products,10,division,1190,1125,94.5378151260504,945,79.4117647058823,740,62.1848739495798,610,51.2605042016807,NA,NA
2020,101 : Processing and preserving of meat and production of meat products,101,group,70,70,100,60,85.7142857142857,45,64.2857142857143,35,50,NA,NA
2020,"102 : Processing and preserving of fish, crustaceans and molluscs",102,group,15,15,100,10,66.6666666666667,10,66.6666666666667,10,66.6666666666667,NA,NA
2020,103 : Processing and preserving of fruit and vegetables,103,group,65,55,84.6153846153846,50,76.9230769230769,35,53.8461538461538,30,46.1538461538462,NA,NA
2020,104 : Manufacture of vegetable and animal oils and fats,104,group,15,15,100,10,66.6666666666667,5,33.3333333333333,0,0,NA,NA
2020,105 : Manufacture of dairy products,105,group,70,65,92.8571428571429,60,85.7142857142857,55,78.5714285714286,40,57.1428571428571,NA,NA
2020,"106 : Manufacture of grain mill products, starches and starch products",106,group,20,20,100,10,50,10,50,10,50,NA,NA
2020,107 : Manufacture of bakery and farinaceous products,107,group,395,370,93.6708860759494,320,81.0126582278481,250,63.2911392405063,215,54.4303797468354,NA,NA
2020,108 : Manufacture of other food products,108,group,495,470,94.9494949494949,385,77.7777777777778,295,59.5959595959596,235,47.4747474747475,NA,NA
2020,109 : Manufacture of prepared animal feeds,109,group,45,45,100,40,88.8888888888889,35,77.7777777777778,35,77.7777777777778,NA,NA
2020,11 : Manufacture of beverages,11,division,385,355,92.2077922077922,270,70.1298701298701,220,57.1428571428571,185,48.0519480519481,NA,NA
2020,110 : Manufacture of beverages,110,group,385,355,92.2077922077922,270,70.1298701298701,220,57.1428571428571,185,48.0519480519481,NA,NA
2020,12 : Manufacture of tobacco products,12,division,0,0,0,0,0,0,0,0,0,NA,NA
2020,120 : Manufacture of tobacco products,120,group,0,0,0,0,0,0,0,0,0,NA,NA
2020,13 : Manufacture of textiles,13,division,465,445,95.6989247311828,350,75.2688172043011,265,56.989247311828,210,45.1612903225806,NA,NA
2020,131 : Preparation and spinning of textile fibres,131,group,10,10,100,5,50,5,50,0,0,NA,NA
2020,132 : Weaving of textiles,132,group,20,20,100,15,75,10,50,10,50,NA,NA
2020,133 : Finishing of textiles,133,group,135,125,92.5925925925926,110,81.4814814814815,85,62.962962962963,65,48.1481481481481,NA,NA
2020,139 : Manufacture of other textiles,139,group,300,290,96.6666666666667,220,73.3333333333333,165,55,135,45,NA,NA
2020,14 : Manufacture of wearing apparel,14,division,695,655,94.2446043165468,500,71.9424460431655,315,45.3237410071942,230,33.0935251798561,NA,NA
2020,"141 : Manufacture of wearing apparel, except fur apparel",141,group,665,630,94.7368421052632,480,72.1804511278195,300,45.1127819548872,220,33.0827067669173,NA,NA
2020,142 : Manufacture of articles of fur,142,group,0,0,0,0,0,0,0,0,0,NA,NA
2020,143 : Manufacture of knitted and crocheted apparel,143,group,30,25,83.3333333333333,20,66.6666666666667,15,50,10,33.3333333333333,NA,NA
2020,15 : Manufacture of leather and related products,15,division,85,75,88.2352941176471,55,64.7058823529412,40,47.0588235294118,30,35.2941176470588,NA,NA
2020,"151 : Tanning and dressing of leather; manufacture of luggage, handbags, saddlery and harness; dressing and dyeing of fur",151,group,70,60,85.7142857142857,45,64.2857142857143,35,50,25,35.7142857142857,NA,NA
2020,152 : Manufacture of footwear,152,group,15,15,100,10,66.6666666666667,5,33.3333333333333,5,33.3333333333333,NA,NA
2020,"16 : Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",16,division,945,895,94.7089947089947,765,80.9523809523809,615,65.0793650793651,540,57.1428571428571,NA,NA
2020,161 : Sawmilling and planing of wood,161,group,25,25,100,25,100,20,80,15,60,NA,NA
2020,"162 : Manufacture of products of wood, cork, straw and plaiting materials",162,group,920,870,94.5652173913043,740,80.4347826086957,595,64.6739130434783,525,57.0652173913043,NA,NA
2020,17 : Manufacture of paper and paper products,17,division,145,135,93.1034482758621,110,75.8620689655172,80,55.1724137931034,70,48.2758620689655,NA,NA
2020,"171 : Manufacture of pulp, paper and paperboard",171,group,25,25,100,20,80,15,60,10,40,NA,NA
2020,172 : Manufacture of articles of paper and paperboard,172,group,120,110,91.6666666666667,90,75,65,54.1666666666667,60,50,NA,NA
2020,18 : Printing and reproduction of recorded media,18,division,840,785,93.4523809523809,570,67.8571428571429,425,50.5952380952381,365,43.452380952381,NA,NA
2020,181 : Printing and service activities related to printing,181,group,775,725,93.5483870967742,525,67.741935483871,390,50.3225806451613,335,43.2258064516129,NA,NA
2020,182 : Reproduction of recorded media,182,group,65,60,92.3076923076923,45,69.2307692307692,35,53.8461538461538,30,46.1538461538462,NA,NA
2020,19 : Manufacture of coke and refined petroleum products,19,division,5,5,100,5,100,5,100,0,0,NA,NA
2020,191 : Manufacture of coke oven products,191,group,0,0,0,0,0,0,0,0,0,NA,NA
2020,192 : Manufacture of refined petroleum products,192,group,5,5,100,5,100,5,100,0,0,NA,NA
2020,20 : Manufacture of chemicals and chemical products,20,division,420,390,92.8571428571429,315,75,215,51.1904761904762,180,42.8571428571429,NA,NA
2020,"201 : Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",201,group,80,70,87.5,55,68.75,40,50,35,43.75,NA,NA
2020,202 : Manufacture of pesticides and other agrochemical products,202,group,15,15,100,15,100,10,66.6666666666667,5,33.3333333333333,NA,NA
2020,"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",203,group,35,30,85.7142857142857,30,85.7142857142857,20,57.1428571428571,20,57.1428571428571,NA,NA
2020,"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",204,group,230,220,95.6521739130435,175,76.0869565217391,120,52.1739130434783,100,43.4782608695652,NA,NA
2020,205 : Manufacture of other chemical products,205,group,60,55,91.6666666666667,40,66.6666666666667,25,41.6666666666667,20,33.3333333333333,NA,NA
2020,206 : Manufacture of man-made fibres,206,group,0,0,0,0,0,0,0,0,0,NA,NA
2020,21 : Manufacture of basic pharmaceutical products and pharmaceutical preparations,21,division,100,100,100,75,75,50,50,45,45,NA,NA
2020,211 : Manufacture of basic pharmaceutical products,211,group,55,55,100,45,81.8181818181818,30,54.5454545454545,30,54.5454545454545,NA,NA
2020,212 : Manufacture of pharmaceutical preparations,212,group,45,45,100,30,66.6666666666667,20,44.4444444444444,15,33.3333333333333,NA,NA
2020,22 : Manufacture of rubber and plastic products,22,division,325,300,92.3076923076923,230,70.7692307692308,175,53.8461538461538,150,46.1538461538462,NA,NA
2020,221 : Manufacture of rubber products,221,group,25,20,80,15,60,15,60,10,40,NA,NA
2020,222 : Manufacture of plastics products,222,group,300,280,93.3333333333333,215,71.6666666666667,160,53.3333333333333,140,46.6666666666667,NA,NA
2020,23 : Manufacture of other non-metallic mineral products,23,division,310,295,95.1612903225807,235,75.8064516129032,195,62.9032258064516,180,58.0645161290323,NA,NA
2020,231 : Manufacture of glass and glass products,231,group,40,40,100,25,62.5,20,50,25,62.5,NA,NA
2020,232 : Manufacture of refractory products,232,group,10,10,100,10,100,10,100,10,100,NA,NA
2020,233 : Manufacture of clay building materials,233,group,30,25,83.3333333333333,20,66.6666666666667,15,50,10,33.3333333333333,NA,NA
2020,234 : Manufacture of other porcelain and ceramic products,234,group,35,30,85.7142857142857,25,71.4285714285714,20,57.1428571428571,20,57.1428571428571,NA,NA
2020,"235 : Manufacture of cement, lime and plaster",235,group,0,0,0,0,0,0,0,0,0,NA,NA
2020,"236 : Manufacture of articles of concrete, cement and plaster",236,group,95,90,94.7368421052632,70,73.6842105263158,50,52.6315789473684,45,47.3684210526316,NA,NA
2020,"237 : Cutting, shaping and finishing of stone",237,group,80,80,100,70,87.5,65,81.25,60,75,NA,NA
2020,239 : Manufacture of abrasive products and non-metallic mineral products n.e.c.,239,group,20,20,100,15,75,15,75,10,50,NA,NA
2020,24 : Manufacture of basic metals,24,division,185,175,94.5945945945946,140,75.6756756756757,110,59.4594594594595,95,51.3513513513513,NA,NA
2020,241 : Manufacture of basic iron and steel and of ferro-alloys,241,group,95,90,94.7368421052632,70,73.6842105263158,55,57.8947368421053,45,47.3684210526316,NA,NA
2020,"242 : Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",242,group,35,30,85.7142857142857,25,71.4285714285714,20,57.1428571428571,20,57.1428571428571,NA,NA
2020,243 : Manufacture of other products of first processing of steel,243,group,5,5,100,5,100,0,0,0,0,NA,NA
2020,244 : Manufacture of basic precious and other non-ferrous metals,244,group,30,30,100,25,83.3333333333333,20,66.6666666666667,15,50,NA,NA
2020,245 : Casting of metals,245,group,20,20,100,15,75,15,75,15,75,NA,NA
2020,"25 : Manufacture of fabricated metal products, except machinery and equipment",25,division,1250,1185,94.8,935,74.8,745,59.6,650,52,NA,NA
2020,251 : Manufacture of structural metal products,251,group,370,350,94.5945945945946,275,74.3243243243243,210,56.7567567567568,190,51.3513513513513,NA,NA
2020,"252 : Manufacture of tanks, reservoirs and containers of metal",252,group,25,25,100,15,60,15,60,15,60,NA,NA
2020,"253 : Manufacture of steam generators, except central heating hot water boilers",253,group,5,5,100,5,100,5,100,0,0,NA,NA
2020,254 : Manufacture of weapons and ammunition,254,group,5,5,100,5,100,5,100,5,100,NA,NA
2020,"255 : Forging, pressing, stamping and roll-forming of metal; powder metallurgy",255,group,20,20,100,15,75,15,75,15,75,NA,NA
2020,256 : Treatment and coating of metals; machining,256,group,475,450,94.7368421052632,360,75.7894736842105,300,63.1578947368421,260,54.7368421052632,NA,NA
2020,"257 : Manufacture of cutlery, tools and general hardware",257,group,85,80,94.1176470588235,70,82.3529411764706,50,58.8235294117647,45,52.9411764705882,NA,NA
2020,259 : Manufacture of other fabricated metal products,259,group,265,250,94.3396226415094,190,71.6981132075472,145,54.7169811320755,120,45.2830188679245,NA,NA
2020,"26 : Manufacture of computer, electronic and optical products",26,division,485,450,92.7835051546392,350,72.1649484536082,255,52.5773195876289,215,44.3298969072165,NA,NA
2020,261 : Manufacture of electronic components and boards,261,group,65,60,92.3076923076923,45,69.2307692307692,35,53.8461538461538,30,46.1538461538462,NA,NA
2020,262 : Manufacture of computers and peripheral equipment,262,group,80,80,100,60,75,35,43.75,30,37.5,NA,NA
2020,263 : Manufacture of communication equipment,263,group,90,80,88.8888888888889,60,66.6666666666667,45,50,40,44.4444444444444,NA,NA
2020,264 : Manufacture of consumer electronics,264,group,55,50,90.9090909090909,35,63.6363636363636,25,45.4545454545455,15,27.2727272727273,NA,NA
2020,"265 : Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks",265,group,105,90,85.7142857142857,75,71.4285714285714,60,57.1428571428571,50,47.6190476190476,NA,NA
2020,"266 : Manufacture of irradiation, electromedical and electrotherapeutic equipment",266,group,25,25,100,20,80,10,40,10,40,NA,NA
2020,267 : Manufacture of optical instruments and photographic equipment,267,group,60,60,100,50,83.3333333333333,40,66.6666666666667,35,58.3333333333333,NA,NA
2020,268 : Manufacture of magnetic and optical media,268,group,5,5,100,5,100,5,100,5,100,NA,NA
2020,27 : Manufacture of electrical equipment,27,division,295,270,91.5254237288136,200,67.7966101694915,160,54.2372881355932,125,42.3728813559322,NA,NA
2020,"271 : Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",271,group,40,40,100,30,75,25,62.5,20,50,NA,NA
2020,272 : Manufacture of batteries and accumulators,272,group,15,15,100,10,66.6666666666667,10,66.6666666666667,10,66.6666666666667,NA,NA
2020,273 : Manufacture of wiring and wiring devices,273,group,30,25,83.3333333333333,20,66.6666666666667,15,50,15,50,NA,NA
2020,274 : Manufacture of electric lighting equipment,274,group,80,75,93.75,60,75,45,56.25,30,37.5,NA,NA
2020,275 : Manufacture of domestic appliances,275,group,50,45,90,35,70,25,50,20,40,NA,NA
2020,279 : Manufacture of other electrical equipment,279,group,80,70,87.5,45,56.25,40,50,30,37.5,NA,NA
2020,28 : Manufacture of machinery and equipment n.e.c.,28,division,535,500,93.4579439252336,410,76.6355140186916,325,60.7476635514019,275,51.4018691588785,NA,NA
2020,281 : Manufacture of general-purpose machinery,281,group,70,65,92.8571428571429,55,78.5714285714286,45,64.2857142857143,35,50,NA,NA
2020,282 : Manufacture of other general-purpose machinery,282,group,195,180,92.3076923076923,155,79.4871794871795,120,61.5384615384615,105,53.8461538461538,NA,NA
2020,283 : Manufacture of agricultural and forestry machinery,283,group,110,110,100,90,81.8181818181818,75,68.1818181818182,65,59.0909090909091,NA,NA
2020,284 : Manufacture of metal forming machinery and machine tools,284,group,50,45,90,35,70,30,60,25,50,NA,NA
2020,289 : Manufacture of other special-purpose machinery,289,group,110,100,90.9090909090909,75,68.1818181818182,55,50,45,40.9090909090909,NA,NA
2020,"29 : Manufacture of motor vehicles, trailers and semi-trailers",29,division,395,370,93.6708860759494,295,74.6835443037975,225,56.9620253164557,170,43.0379746835443,NA,NA
2020,291 : Manufacture of motor vehicles,291,group,95,85,89.4736842105263,65,68.4210526315789,40,42.1052631578947,35,36.8421052631579,NA,NA
2020,292 : Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,292,group,125,120,96,100,80,85,68,60,48,NA,NA
2020,293 : Manufacture of parts and accessories for motor vehicles,293,group,175,165,94.2857142857143,130,74.2857142857143,100,57.1428571428571,75,42.8571428571429,NA,NA
2020,30 : Manufacture of other transport equipment,30,division,230,215,93.4782608695652,140,60.8695652173913,85,36.9565217391304,70,30.4347826086957,NA,NA
2020,301 : Building of ships and boats,301,group,80,75,93.75,50,62.5,35,43.75,25,31.25,NA,NA
2020,302 : Manufacture of railway locomotives and rolling stock,302,group,55,50,90.9090909090909,25,45.4545454545455,5,9.09090909090909,5,9.09090909090909,NA,NA
2020,303 : Manufacture of air and spacecraft and related machinery,303,group,45,45,100,30,66.6666666666667,20,44.4444444444444,15,33.3333333333333,NA,NA
2020,304 : Manufacture of military fighting vehicles,304,group,0,0,0,0,0,0,0,0,0,NA,NA
2020,309 : Manufacture of transport equipment n.e.c.,309,group,50,45,90,35,70,25,50,25,50,NA,NA
2020,31 : Manufacture of furniture,31,division,650,620,95.3846153846154,515,79.2307692307692,410,63.0769230769231,340,52.3076923076923,NA,NA
2020,310 : Manufacture of furniture,310,group,650,620,95.3846153846154,515,79.2307692307692,410,63.0769230769231,340,52.3076923076923,NA,NA
2020,32 : Other manufacturing,32,division,1285,1225,95.3307392996109,785,61.0894941634241,575,44.7470817120623,495,38.5214007782101,NA,NA
2020,"321 : Manufacture of jewellery, bijouterie and related articles",321,group,145,140,96.551724137931,110,75.8620689655172,85,58.6206896551724,80,55.1724137931034,NA,NA
2020,322 : Manufacture of musical instruments,322,group,30,25,83.3333333333333,20,66.6666666666667,10,33.3333333333333,10,33.3333333333333,NA,NA
2020,323 : Manufacture of sports goods,323,group,135,125,92.5925925925926,95,70.3703703703704,60,44.4444444444444,50,37.037037037037,NA,NA
2020,324 : Manufacture of games and toys,324,group,115,105,91.304347826087,85,73.9130434782609,65,56.5217391304348,55,47.8260869565217,NA,NA
2020,325 : Manufacture of medical and dental instruments and supplies,325,group,180,170,94.4444444444444,135,75,85,47.2222222222222,65,36.1111111111111,NA,NA
2020,329 : Other manufacturing n.e.c.,329,group,680,660,97.0588235294118,340,50,270,39.7058823529412,235,34.5588235294118,NA,NA
2020,33 : Repair and installation of machinery and equipment,33,division,2095,1995,95.2267303102625,1515,72.3150357995227,1110,52.9832935560859,965,46.0620525059666,NA,NA
2020,"331 : Repair of fabricated metal products, machinery and equipment",331,group,1845,1755,95.1219512195122,1320,71.5447154471545,965,52.3035230352303,835,45.2574525745258,NA,NA
2020,332 : Installation of industrial machinery and equipment,332,group,250,240,96,195,78,145,58,130,52,NA,NA
2020,"35 : Electricity, gas, steam and air conditioning supply",35,division,535,410,76.6355140186916,340,63.5514018691589,245,45.7943925233645,215,40.1869158878505,NA,NA
2020,"351 : Electric power generation, transmission and distribution",351,group,495,370,74.7474747474748,305,61.6161616161616,215,43.4343434343434,190,38.3838383838384,NA,NA
2020,352 : Manufacture of gas; distribution of gaseous fuels through mains,352,group,35,35,100,30,85.7142857142857,25,71.4285714285714,20,57.1428571428571,NA,NA
2020,353 : Steam and air conditioning supply,353,group,5,5,100,5,100,5,100,5,100,NA,NA
2020,"36 : Water collection, treatment and supply",36,division,5,5,100,5,100,0,0,0,0,NA,NA
2020,"360 : Water collection, treatment and supply",360,group,5,5,100,5,100,0,0,0,0,NA,NA
2020,37 : Sewerage,37,division,120,115,95.8333333333333,95,79.1666666666667,75,62.5,65,54.1666666666667,NA,NA
2020,370 : Sewerage,370,group,120,115,95.8333333333333,95,79.1666666666667,75,62.5,65,54.1666666666667,NA,NA
2020,"38 : Waste collection, treatment and disposal activities; materials recovery",38,division,660,590,89.3939393939394,470,71.2121212121212,355,53.7878787878788,305,46.2121212121212,NA,NA
2020,381 : Waste collection,381,group,415,355,85.5421686746988,295,71.0843373493976,225,54.2168674698795,195,46.9879518072289,NA,NA
2020,382 : Waste treatment and disposal,382,group,110,105,95.4545454545455,80,72.7272727272727,55,50,50,45.4545454545455,NA,NA
2020,383 : Materials recovery,383,group,135,130,96.2962962962963,95,70.3703703703704,75,55.5555555555556,60,44.4444444444444,NA,NA
2020,39 : Remediation activities and other waste management services.,39,division,190,185,97.3684210526316,150,78.9473684210526,115,60.5263157894737,100,52.6315789473684,NA,NA
2020,390 : Remediation activities and other waste management services,390,group,190,185,97.3684210526316,150,78.9473684210526,115,60.5263157894737,100,52.6315789473684,NA,NA
2020,41 : Construction of buildings,41,division,15525,14380,92.6247987117552,11360,73.1723027375201,8630,55.5877616747182,7190,46.3123993558776,NA,NA
2020,411 : Development of building projects,411,group,6335,5705,90.0552486187845,4325,68.2715074980268,3145,49.6448303078137,2600,41.0418310970797,NA,NA
2020,412 : Construction of residential and non-residential buildings,412,group,9190,8675,94.3960826985854,7035,76.550598476605,5485,59.6844396082699,4590,49.9455930359086,NA,NA
2020,42 : Civil engineering,42,division,3345,3170,94.7683109118087,2190,65.4708520179372,1430,42.7503736920777,1190,35.575485799701,NA,NA
2020,421 : Construction of roads and railways,421,group,1595,1530,95.9247648902821,925,57.9937304075235,490,30.7210031347962,395,24.7648902821317,NA,NA
2020,422 : Construction of utility projects,422,group,370,345,93.2432432432432,270,72.972972972973,200,54.0540540540541,170,45.945945945946,NA,NA
2020,429 : Construction of other civil engineering projects,429,group,1380,1295,93.8405797101449,995,72.1014492753623,740,53.6231884057971,625,45.2898550724638,NA,NA
2020,43 : Specialised construction activities,43,division,23615,22265,94.2832945161973,17970,76.0957018843955,14660,62.0791869574423,12655,53.5888206648317,NA,NA
2020,431 : Demolition and site preparation,431,group,635,575,90.5511811023622,440,69.2913385826772,330,51.9685039370079,280,44.0944881889764,NA,NA
2020,"432 : Electrical, plumbing and other construction installation activities",432,group,9355,8940,95.5638695884554,7665,81.9347942276857,6415,68.5729556386959,5595,59.8075895243186,NA,NA
2020,433 : Building completion and finishing,433,group,8845,8340,94.2905596382137,6345,71.7354437535331,5125,57.9423403052572,4390,49.6325607687959,NA,NA
2020,439 : Other specialised construction activities,439,group,4780,4410,92.2594142259414,3520,73.6401673640167,2790,58.3682008368201,2390,50,NA,NA
2020,45 : Wholesale and retail trade and repair of motor vehicles and motorcycles,45,division,7600,7220,95,5860,77.1052631578947,4620,60.7894736842105,3930,51.7105263157895,NA,NA
2020,451 : Sale of motor vehicles,451,group,2630,2495,94.8669201520913,1995,75.8555133079848,1530,58.1749049429658,1285,48.8593155893536,NA,NA
2020,452 : Maintenance and repair of motor vehicles,452,group,3810,3620,95.01312335958,2965,77.8215223097113,2385,62.5984251968504,2055,53.9370078740158,NA,NA
2020,453 : Sale of motor vehicle parts and accessories,453,group,935,890,95.1871657754011,725,77.5401069518716,575,61.4973262032086,485,51.8716577540107,NA,NA
2020,"454 : Sale, maintenance and repair of motorcycles and related parts and accessories",454,group,225,215,95.5555555555556,175,77.7777777777778,130,57.7777777777778,105,46.6666666666667,NA,NA
2020,"46 : Wholesale trade, except of motor vehicles and motorcycles",46,division,13525,12685,93.7892791127542,9915,73.3086876155268,6250,46.2107208872458,4945,36.5619223659889,NA,NA
2020,461 : Wholesale on a fee or contract basis,461,group,2305,2190,95.0108459869848,1695,73.5357917570499,1215,52.7114967462039,1010,43.8177874186551,NA,NA
2020,462 : Wholesale of agricultural raw materials and live animals,462,group,195,185,94.8717948717949,140,71.7948717948718,105,53.8461538461538,95,48.7179487179487,NA,NA
2020,"463 : Wholesale of food, beverages and tobacco",463,group,2650,2385,90,1965,74.1509433962264,1310,49.4339622641509,955,36.0377358490566,NA,NA
2020,464 : Wholesale of household goods,464,group,3100,2885,93.0645161290323,2150,69.3548387096774,1505,48.5483870967742,1160,37.4193548387097,NA,NA
2020,465 : Wholesale of information and communication equipment,465,group,445,415,93.2584269662921,315,70.7865168539326,240,53.9325842696629,190,42.6966292134831,NA,NA
2020,"466 : Wholesale of other machinery, equipment and supplies",466,group,655,625,95.4198473282443,490,74.8091603053435,380,58.0152671755725,320,48.8549618320611,NA,NA
2020,467 : Other specialised wholesale,467,group,1225,1150,93.8775510204082,875,71.4285714285714,685,55.9183673469388,595,48.5714285714286,NA,NA
2020,469 : Non-specialised wholesale trade,469,group,2950,2850,96.6101694915254,2285,77.4576271186441,810,27.4576271186441,620,21.0169491525424,NA,NA
2020,"47 : Retail trade, except of motor vehicles and motorcycles",47,division,34630,29925,86.4135142939648,24990,72.1628645682934,16750,48.3684666474155,13505,38.9979786312446,NA,NA
2020,471 : Retail sale in non-specialised stores,471,group,5030,4810,95.6262425447316,4125,82.0079522862823,3320,66.0039761431412,2790,55.4671968190855,NA,NA
2020,"472 : Retail sale of food, beverages and tobacco in specialised stores",472,group,2665,2555,95.8724202626642,2210,82.9268292682927,1800,67.5422138836773,1505,56.4727954971857,NA,NA
2020,473 : Retail sale of automotive fuel in specialised stores,473,group,145,135,93.1034482758621,105,72.4137931034483,90,62.0689655172414,80,55.1724137931034,NA,NA
2020,474 : Retail sale of information and communication equipment in specialised stores,474,group,775,715,92.258064516129,565,72.9032258064516,440,56.7741935483871,370,47.741935483871,NA,NA
2020,475 : Retail sale of other household equipment in specialised stores,475,group,2115,2005,94.7990543735225,1665,78.7234042553192,1275,60.2836879432624,1070,50.5910165484634,NA,NA
2020,476 : Retail sale of cultural and recreation goods in specialised stores,476,group,1290,1210,93.7984496124031,1030,79.8449612403101,800,62.015503875969,655,50.7751937984496,NA,NA
